City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
68,Port Alfred,ZA,2021-12-02 02:32:39,-33.5906,26.891,67.46,92,93,3.11
69,Pavlodar,KZ,2021-12-02 02:35:51,52.3,76.95,10.2,85,0,8.95
70,Namibe,AO,2021-12-02 02:35:52,-15.1961,12.1522,69.71,83,98,5.57
71,Taltal,CL,2021-12-02 02:35:52,-25.4,-70.4833,62.47,77,31,2.66
72,Lincoln,US,2021-12-02 02:34:12,40.8,-96.667,59.02,39,1,3.0
73,Elbistan,TR,2021-12-02 02:35:53,38.2059,37.1983,28.63,80,10,2.44
74,Vardo,NO,2021-12-02 02:31:21,70.3705,31.1107,34.27,58,100,30.42
75,Miri,MY,2021-12-02 02:35:53,4.4148,114.0089,87.94,66,40,5.75
76,Avarua,CK,2021-12-02 02:35:54,-21.2078,-159.775,77.05,94,75,13.8
77,Sitka,US,2021-12-02 02:35:54,57.0531,-135.33,37.29,65,90,17.27
78,Lipin Bor,RU,2021-12-02 02:35:55,60.2622,37.9763,19.56,85,95,16.13
79,Gamboma,CG,2021-12-02 02:35:55,-1.8764,15.8644,73.11,90,100,2.42
80,Puerto Ayora,EC,2021-12-02 02:35:56,-0.7393,-90.3518,68.38,90,43,8.39
81,Bredasdorp,ZA,2021-12-02 02:35:56,-34.5322,20.0403,59.67,67,78,9.15
82,Emerald,AU,2021-12-02 02:35:56,-23.5333,148.1667,89.74,48,48,5.75
83,Lebu,CL,2021-12-02 02:35:57,-37.6167,-73.65,53.35,92,100,11.54
84,Castro,BR,2021-12-02 02:35:57,-24.7911,-50.0119,62.8,91,49,9.98
85,Mareeba,AU,2021-12-02 02:35:58,-17.0,145.4333,94.44,47,95,5.28
86,Antofagasta,CL,2021-12-02 02:35:58,-23.65,-70.4,63.68,82,48,3.96
87,Porto Novo,BJ,2021-12-02 02:33:48,6.4965,2.6036,82.22,87,95,5.06
88,Tuktoyaktuk,CA,2021-12-02 02:35:59,69.4541,-133.0374,-14.8,76,90,8.05
89,Kruisfontein,ZA,2021-12-02 02:35:59,-34.0033,24.7314,63.88,89,100,14.52
90,Omsukchan,RU,2021-12-02 02:36:00,62.5333,155.8,-20.06,96,100,10.63
91,Nsanje,MW,2021-12-02 02:36:00,-16.92,35.262,76.77,85,62,4.29
92,Te Anau,NZ,2021-12-02 02:34:41,-45.4167,167.7167,72.19,49,100,4.14
93,Dakar,SN,2021-12-02 02:36:01,14.6937,-17.4441,74.28,73,100,18.7
94,Saint Anthony,US,2021-12-02 02:36:01,45.0205,-93.218,50.95,75,1,4.0
95,Karlskoga,SE,2021-12-02 02:36:02,59.3267,14.5239,22.32,52,100,8.23
96,Saldanha,ZA,2021-12-02 02:37:02,-33.0117,17.9442,57.25,76,0,16.58
97,Airai,TL,2021-12-02 02:34:45,-8.9266,125.4092,79.18,45,47,2.26
98,Dingle,PH,2021-12-02 02:37:03,10.9995,122.6711,79.16,88,100,12.97
99,Bluff,NZ,2021-12-02 02:34:41,-46.6,168.3333,59.74,76,100,13.15
100,East London,ZA,2021-12-02 02:37:03,-33.0153,27.9116,69.03,94,100,0.72
101,Cidreira,BR,2021-12-02 02:37:04,-30.1811,-50.2056,65.01,71,93,6.69
102,Mingshui,CN,2021-12-02 02:37:04,36.7167,117.5,48.58,32,0,11.23
103,Imeni Poliny Osipenko,RU,2021-12-02 02:37:05,52.4201,136.4853,12.38,73,78,3.53
104,Ust-Nera,RU,2021-12-02 02:37:05,64.5667,143.2,-41.64,100,99,4.74
105,Pisco,PE,2021-12-02 02:37:06,-13.7,-76.2167,64.45,82,0,8.05
106,Aksha,RU,2021-12-02 02:37:06,50.2814,113.2867,18.01,60,87,17.83
107,Razole,IN,2021-12-02 02:37:06,16.4833,81.8333,79.09,64,13,6.51
108,Avera,US,2021-12-02 02:37:07,33.194,-82.5271,60.67,50,95,7.38
109,Harper,LR,2021-12-02 02:37:07,4.375,-7.7169,78.62,83,47,6.06
110,Verkhnevilyuysk,RU,2021-12-02 02:37:08,63.4453,120.3167,-20.85,96,100,1.95
111,Nikolskoye,RU,2021-12-02 02:34:42,59.7035,30.7861,19.29,98,93,3.09
112,Williamsport,US,2021-12-02 02:32:15,41.2412,-77.0011,41.52,69,90,1.99
113,Kapaa,US,2021-12-02 02:37:08,22.0752,-159.319,82.38,74,20,4.0
114,Octeville,FR,2021-12-02 02:37:09,49.6261,-1.6435,43.92,70,75,13.8
115,Hambantota,LK,2021-12-02 02:37:09,6.1241,81.1185,79.14,94,20,2.3
116,Erdemli,TR,2021-12-02 02:37:10,36.605,34.3084,54.5,42,0,2.93
117,Asau,RO,2021-12-02 02:37:10,46.4333,26.4,42.28,79,61,7.9
118,Buala,SB,2021-12-02 02:37:10,-8.145,159.5921,84.83,71,71,1.66
119,Tiksi,RU,2021-12-02 02:35:50,71.6872,128.8694,-28.93,100,78,4.41
120,Jizan,SA,2021-12-02 02:37:11,17.3333,42.6667,76.14,66,0,2.75
121,Sainte-Suzanne,RE,2021-12-02 02:37:11,-20.9061,55.6089,73.62,64,75,3.44
122,Leh,IN,2021-12-02 02:34:20,34.1667,77.5833,21.4,54,98,1.95
123,Lasa,IT,2021-12-02 02:37:12,46.6166,10.7002,38.14,97,100,2.15
124,Brejo Santo,BR,2021-12-02 02:37:13,-7.4933,-38.9872,82.63,45,99,4.38
125,Flinders,AU,2021-12-02 02:33:44,-34.5833,150.8552,83.17,71,41,13.06
126,Mildura,AU,2021-12-02 02:37:13,-34.2,142.15,95.07,26,50,11.5
127,Nemuro,JP,2021-12-02 02:37:14,43.3236,145.575,37.83,57,30,31.54
128,Mahebourg,MU,2021-12-02 02:37:14,-20.4081,57.7,79.25,73,40,8.05
129,Duku,NG,2021-12-02 02:37:15,11.2361,4.9073,72.21,23,98,4.21
130,Kaliua,TZ,2021-12-02 02:37:15,-5.0606,31.7936,64.24,95,94,1.79
131,Gidole,ET,2021-12-02 02:37:15,5.65,37.3667,53.02,55,44,2.46
132,Rawson,AR,2021-12-02 02:36:14,-43.3002,-65.1023,66.78,29,50,24.96
133,Boras,SE,2021-12-02 02:37:16,57.721,12.9401,29.34,84,100,15.52
134,La Asuncion,VE,2021-12-02 02:37:16,11.0333,-63.8628,80.33,94,100,11.5
135,Torbay,CA,2021-12-02 02:35:29,47.6666,-52.7314,36.68,88,90,2.3
136,Huarmey,PE,2021-12-02 02:37:17,-10.0681,-78.1522,66.04,86,99,6.02
137,Aklavik,CA,2021-12-02 02:37:17,68.2191,-135.0107,-21.17,99,100,9.64
138,Itarema,BR,2021-12-02 02:35:00,-2.9248,-39.9167,79.88,79,89,11.32
139,Ilulissat,GL,2021-12-02 02:37:18,69.2167,-51.1,27.01,67,90,11.05
140,Zhigansk,RU,2021-12-02 02:37:18,66.7697,123.3711,-40.94,98,66,6.62
141,Bodden Town,KY,2021-12-02 02:33:47,19.2833,-81.25,78.93,84,3,15.21
142,Port Elizabeth,ZA,2021-12-02 02:37:19,-33.918,25.5701,66.09,85,99,18.28
143,Chuy,UY,2021-12-02 02:37:19,-33.6971,-53.4616,57.79,77,10,5.39
144,Anadyr,RU,2021-12-02 02:37:20,64.75,177.4833,1.9,84,75,8.01
145,Kamaishi,JP,2021-12-02 02:38:20,39.2667,141.8833,36.55,70,47,21.14
146,Bima,ID,2021-12-02 02:38:21,-8.4667,118.7167,89.04,61,94,2.01
147,Longyearbyen,SJ,2021-12-02 02:38:21,78.2186,15.6401,10.24,61,75,13.8
148,Coihaique,CL,2021-12-02 02:38:11,-45.5752,-72.0662,43.41,87,75,3.44
149,Kawalu,ID,2021-12-02 02:38:22,-7.3817,108.2082,84.88,64,75,2.77
150,Katete,UG,2021-12-02 02:38:22,-0.7818,29.7544,58.14,93,94,3.42
151,Lexington,US,2021-12-02 02:33:34,37.9887,-84.4777,57.24,72,90,10.36
152,Srednekolymsk,RU,2021-12-02 02:38:23,67.45,153.6833,-39.37,100,54,3.56
153,Kampene,CD,2021-12-02 02:38:23,-3.6,26.6667,66.96,99,100,0.36
154,Ndele,CF,2021-12-02 02:38:24,8.4109,20.6473,73.24,33,43,3.31
155,Kitami,JP,2021-12-02 02:38:24,43.8031,143.8908,36.86,43,96,9.24
156,Ocampo,MX,2021-12-02 02:38:25,21.65,-101.5,55.6,59,38,9.82
157,Vila Velha,BR,2021-12-02 02:36:16,-20.3297,-40.2925,76.95,89,75,3.44
158,Morinville,CA,2021-12-02 02:38:25,53.8001,-113.652,34.02,77,75,4.61
159,Auki,SB,2021-12-02 02:38:26,-8.7676,160.7034,83.84,75,100,1.54
160,Adrar,MR,2021-12-02 02:38:26,20.5022,-10.0711,67.73,14,100,10.25
161,Faanui,PF,2021-12-02 02:38:27,-16.4833,-151.75,79.48,75,100,13.2
162,Ola,RU,2021-12-02 02:38:27,59.5833,151.2833,8.58,80,100,27.67
163,Cap Malheureux,MU,2021-12-02 02:38:28,-19.9842,57.6142,79.47,73,1,5.01
164,Kanniyakumari,IN,2021-12-02 02:38:28,8.0833,77.5667,80.13,77,27,9.22
165,Ipixuna,BR,2021-12-02 02:38:29,-1.7625,-48.8043,80.55,91,88,3.36
166,Maxixe,MZ,2021-12-02 02:38:29,-23.8597,35.3472,71.19,88,37,7.94
167,Arraial Do Cabo,BR,2021-12-02 02:38:30,-22.9661,-42.0278,73.13,88,43,8.55
168,Cabo San Lucas,MX,2021-12-02 02:35:55,22.8909,-109.9124,78.51,63,20,10.36
169,Cap-Aux-Meules,CA,2021-12-02 02:38:30,47.3821,-61.8597,33.85,86,90,12.66
170,Dunmore Town,BS,2021-12-02 02:38:31,25.5,-76.65,78.1,63,25,11.03
171,Sao Joao Da Barra,BR,2021-12-02 02:38:31,-21.6403,-41.0511,71.71,94,2,7.02
172,Soto La Marina,MX,2021-12-02 02:38:32,23.7667,-98.2167,65.77,83,100,3.69
173,Banda Aceh,ID,2021-12-02 02:38:32,5.5577,95.3222,83.32,67,80,5.17
174,Santa Rosa,PH,2021-12-02 02:38:32,14.3122,121.1114,87.12,61,74,15.14
175,Hilo,US,2021-12-02 02:38:14,19.7297,-155.09,78.53,81,40,9.22
176,Hobart,AU,2021-12-02 02:38:10,-42.8794,147.3294,83.26,53,75,1.01
177,Victoria,HK,2021-12-02 02:38:33,22.2855,114.1577,66.04,42,6,1.01
178,Palmer,US,2021-12-02 02:38:34,42.1584,-72.3287,36.01,79,75,0.0
179,Kisangani,CD,2021-12-02 02:38:34,0.5167,25.2,69.44,100,99,2.75
180,Tokur,RU,2021-12-02 02:38:34,53.1333,132.9,-6.9,85,37,2.17
181,Honolulu,US,2021-12-02 02:36:43,21.3069,-157.8583,84.02,64,40,17.27
182,Batagay-Alyta,RU,2021-12-02 02:38:35,67.8006,130.4114,-38.69,97,32,4.54
183,Cayenne,GF,2021-12-02 02:38:36,4.9333,-52.3333,81.09,87,75,1.99
184,Maniitsoq,GL,2021-12-02 02:38:36,65.4167,-52.9,34.12,76,100,11.34
185,Tsabong,BW,2021-12-02 02:38:36,-26.0217,22.401,74.28,55,98,17.43
186,Kutum,SD,2021-12-02 02:38:37,14.2,24.6667,61.02,35,0,12.86
187,Port Hardy,CA,2021-12-02 02:38:37,50.6996,-127.4199,46.4,87,90,8.05
188,Esperance,AU,2021-12-02 02:38:13,-33.8667,121.9,67.84,59,24,15.68
189,Hay River,CA,2021-12-02 02:38:38,60.8156,-115.7999,6.78,85,90,2.3
190,Bandarbeyla,SO,2021-12-02 02:38:38,9.4942,50.8122,74.26,67,0,12.17
191,Ovalle,CL,2021-12-02 02:39:12,-30.5983,-71.2003,65.43,51,0,2.33
192,La Ronge,CA,2021-12-02 02:39:39,55.1001,-105.2842,12.45,85,90,4.61
193,Hami,CN,2021-12-02 02:39:09,42.8,93.45,26.31,59,0,3.27
194,Hokitika,NZ,2021-12-02 02:39:40,-42.7167,170.9667,66.15,73,97,6.08
195,Lusambo,CD,2021-12-02 02:39:41,-4.9667,23.45,68.52,99,100,1.54
196,Huaibei,CN,2021-12-02 02:39:41,33.9744,116.7917,47.26,30,0,12.35
197,Bud,US,2021-12-02 02:39:42,39.447,-86.1758,49.48,97,76,7.29
198,Mehamn,NO,2021-12-02 02:39:43,71.0357,27.8492,32.72,60,100,23.11
199,Roald,NO,2021-12-02 02:39:43,62.5833,6.1333,36.0,69,75,9.22
200,Praia Da Vitoria,PT,2021-12-02 02:39:43,38.7333,-27.0667,62.85,94,75,5.61
201,Mala,PE,2021-12-02 02:39:44,-12.6581,-76.6308,66.07,88,100,4.81
202,Deputatskiy,RU,2021-12-02 02:37:00,69.3,139.9,-37.77,100,48,2.01
203,Ahipara,NZ,2021-12-02 02:39:45,-35.1667,173.1667,71.06,67,100,5.26
204,Cherskiy,RU,2021-12-02 02:39:45,68.75,161.3,-34.65,100,62,4.07
205,Sao Filipe,CV,2021-12-02 02:38:37,14.8961,-24.4956,74.71,68,100,11.18
206,Aksarka,RU,2021-12-02 02:39:46,66.5606,67.7975,0.37,96,100,14.29
207,Matara,LK,2021-12-02 02:39:35,5.9485,80.5353,79.63,79,16,3.24
208,Morecambe,GB,2021-12-02 02:35:45,54.0684,-2.8611,38.57,92,71,1.99
209,Neiafu,TO,2021-12-02 02:39:47,-18.65,-173.9833,81.28,74,75,9.22
210,Mathbaria,BD,2021-12-02 02:39:47,22.2876,89.9593,74.84,51,2,4.92
211,Kirovskiy,RU,2021-12-02 02:39:48,45.0917,133.5136,20.07,84,65,8.41
212,Semey,KZ,2021-12-02 02:39:48,50.4111,80.2275,16.02,73,0,11.18
213,Privas,FR,2021-12-02 02:39:49,44.5833,4.5,40.53,91,36,5.12
214,Lagoa,PT,2021-12-02 02:39:49,39.05,-27.9833,62.8,82,0,7.83
215,San Quintin,MX,2021-12-02 02:39:50,30.4833,-115.95,61.23,82,0,3.96
216,Fortuna,US,2021-12-02 02:39:50,40.5982,-124.1573,52.09,59,75,0.0
217,Ludvika,SE,2021-12-02 02:39:50,60.1496,15.1878,18.03,69,100,4.41
218,Chokurdakh,RU,2021-12-02 02:39:51,70.6333,147.9167,-36.22,100,92,6.31
219,Ndioum,SN,2021-12-02 02:39:51,16.5129,-14.6471,78.69,16,100,9.64
220,Yulara,AU,2021-12-02 02:39:52,-25.2406,130.9889,102.04,8,0,11.5
221,Ribeira Grande,PT,2021-12-02 02:39:52,38.5167,-28.7,63.99,81,4,4.83
222,Asahikawa,JP,2021-12-02 02:39:53,43.7678,142.3703,27.61,80,75,16.11
223,Flers,FR,2021-12-02 02:39:53,48.7372,-0.5747,41.25,82,90,11.56
224,Saint-Philippe,RE,2021-12-02 02:38:49,-21.3585,55.7679,72.99,84,56,11.61
225,Pacific Grove,US,2021-12-02 02:38:48,36.6177,-121.9166,65.55,55,1,1.99
226,Nesbyen,NO,2021-12-02 02:39:54,60.5681,9.1027,23.02,91,29,4.54
227,Goderich,CA,2021-12-02 02:39:54,43.7501,-81.7165,39.9,75,100,13.8
228,Puerto Carreno,CO,2021-12-02 02:39:55,6.189,-67.4859,82.0,67,100,14.23
229,Taylorville,US,2021-12-02 02:39:55,39.5489,-89.2945,50.25,93,1,6.91
230,Tongliao,CN,2021-12-02 02:39:56,43.6125,122.2653,32.22,65,100,20.29
231,Mankono,CI,2021-12-02 02:39:56,8.0586,-6.1897,75.52,64,31,3.67
232,Kaitangata,NZ,2021-12-02 02:39:57,-46.2817,169.8464,64.92,79,100,10.89
233,Berlevag,NO,2021-12-02 02:39:57,70.8578,29.0864,33.66,60,100,26.96
234,Touros,BR,2021-12-02 02:39:57,-5.1989,-35.4608,81.5,77,81,9.46
235,Kenai,US,2021-12-02 02:39:59,60.5544,-151.2583,18.14,90,90,4.61
236,Khandyga,RU,2021-12-02 02:40:58,62.6667,135.6,-26.64,90,14,3.06
237,Kurchum,KZ,2021-12-02 02:40:58,48.5722,83.6542,9.28,79,5,2.57
238,Solginskiy,RU,2021-12-02 02:40:59,61.05,41.3428,16.75,94,100,8.5
239,Roma,US,2021-12-02 02:40:59,43.2128,-75.4557,39.83,81,75,8.05
240,Batavia,US,2021-12-02 02:36:12,41.85,-88.3126,48.18,83,1,1.99
241,Kamenskiy,RU,2021-12-02 02:41:00,50.8855,45.488,25.9,94,35,10.54
242,Poum,NC,2021-12-02 02:38:46,-20.2333,164.0167,82.27,74,36,14.25
243,Shestakovo,RU,2021-12-02 02:41:01,56.4915,103.96,13.84,92,100,4.09
244,Progreso,MX,2021-12-02 02:41:01,21.2833,-89.6667,75.31,77,4,10.94
245,Ettaiyapuram,IN,2021-12-02 02:41:02,9.1441,77.9907,78.46,81,97,9.13
246,Melilla,ES,2021-12-02 02:41:02,35.2937,-2.9383,57.58,58,0,8.05
247,San Patricio,US,2021-12-02 02:36:09,28.017,-97.5169,69.89,82,97,5.79
248,Baruun-Urt,MN,2021-12-02 02:41:03,46.6806,113.2792,22.73,58,32,19.69
249,Riviere-Au-Renard,CA,2021-12-02 02:41:03,48.9957,-64.3971,26.6,86,53,8.77
250,Souillac,MU,2021-12-02 02:41:03,-20.5167,57.5167,79.36,73,40,8.05
251,Bouza,NE,2021-12-02 02:41:04,14.4229,6.0428,68.04,21,63,9.37
252,Isiro,CD,2021-12-02 02:41:04,2.7739,27.616,65.41,99,94,0.11
253,Baykit,RU,2021-12-02 02:41:05,61.67,96.37,3.88,98,100,1.34
254,Mabaruma,GY,2021-12-02 02:41:05,8.2,-59.7833,73.56,97,92,3.38
255,Husavik,IS,2021-12-02 02:41:06,66.0449,-17.3389,21.11,83,100,14.43
256,Meulaboh,ID,2021-12-02 02:41:06,4.1363,96.1285,80.91,76,47,5.64
257,Panaba,MX,2021-12-02 02:41:07,21.2833,-88.2667,71.26,95,37,7.2
258,Hofn,IS,2021-12-02 02:41:07,64.2539,-15.2082,28.29,94,100,6.67
259,Geraldton,AU,2021-12-02 02:41:07,-28.7667,114.6,73.81,49,0,19.57
260,Shetpe,KZ,2021-12-02 02:41:08,44.1667,52.1167,35.37,87,85,5.53
261,Kanye,BW,2021-12-02 02:41:08,-24.9667,25.3327,66.22,69,98,6.02
262,Sunrise Manor,US,2021-12-02 02:41:09,36.2111,-115.0731,67.71,18,1,4.61
263,Comodoro Rivadavia,AR,2021-12-02 02:41:09,-45.8667,-67.5,57.06,28,0,24.16
264,Pingliang,CN,2021-12-02 02:41:10,35.5392,106.6861,41.16,17,10,5.91
265,Georgetown,MY,2021-12-02 02:41:10,5.4112,100.3354,80.55,85,40,1.01
266,Chipata,ZM,2021-12-02 02:41:10,-13.6333,32.65,67.23,70,3,3.71
267,Staryy Nadym,RU,2021-12-02 02:41:11,65.6118,72.6842,6.35,95,100,15.77
268,Ponta Do Sol,PT,2021-12-02 02:41:11,32.6667,-17.1,65.01,72,18,5.66
269,Dalbandin,PK,2021-12-02 02:41:12,28.8947,64.4101,56.21,32,0,4.61
270,Durango,MX,2021-12-02 02:38:19,24.8333,-104.8333,53.67,73,70,1.01
271,Petrozavodsk,RU,2021-12-02 02:41:13,61.7849,34.3469,9.86,85,88,8.95
272,Virginia Beach,US,2021-12-02 02:41:13,36.8529,-75.978,52.0,84,75,5.75
273,Nelson Bay,AU,2021-12-02 02:39:32,-32.7167,152.15,82.29,69,18,3.0
274,Kirakira,SB,2021-12-02 02:41:14,-10.4544,161.9205,83.73,77,36,2.46
275,Samarai,PG,2021-12-02 02:41:14,-10.6167,150.6667,86.45,72,100,13.04
276,Los Llanos De Aridane,ES,2021-12-02 02:41:15,28.6585,-17.9182,64.15,71,40,5.01
277,Coleraine,GB,2021-12-02 02:38:41,55.1333,-6.6667,38.12,69,99,24.25
278,Port Blair,IN,2021-12-02 02:41:15,11.6667,92.75,81.43,84,92,19.62
279,Belmonte,BR,2021-12-02 02:41:16,-15.8631,-38.8828,77.5,89,100,11.3
280,Honavar,IN,2021-12-02 02:41:16,14.2833,74.45,78.01,82,58,3.18
281,Kidal,ML,2021-12-02 02:41:17,18.4411,1.4078,70.12,18,19,10.4
282,Bonavista,CA,2021-12-02 02:42:17,48.6499,-53.1147,36.12,71,8,10.78
283,Sfantu Gheorghe,RO,2021-12-02 02:42:17,45.8667,25.7833,28.92,88,42,1.99
284,Tabou,CI,2021-12-02 02:42:18,4.423,-7.3528,78.4,84,27,5.53
285,Solano,US,2021-12-02 02:42:18,38.2333,-121.9511,65.03,84,1,0.0
286,San Ignacio,BZ,2021-12-02 02:42:19,17.1561,-89.0714,75.34,94,0,0.0
287,Lujan,AR,2021-12-02 02:42:19,-34.5703,-59.105,67.75,83,0,6.87
288,Bubaque,GW,2021-12-02 02:42:19,11.2833,-15.8333,81.59,64,100,14.52
289,Lockhart,US,2021-12-02 02:42:20,28.6194,-81.4426,67.17,80,37,3.94
290,Severo-Kurilsk,RU,2021-12-02 02:42:20,50.6789,156.125,37.99,82,98,26.44
291,Athabasca,CA,2021-12-02 02:42:21,54.7169,-113.2854,28.22,89,63,3.15
292,Lompoc,US,2021-12-02 02:42:21,34.6391,-120.4579,69.94,97,90,3.44
293,Tromso,NO,2021-12-02 02:42:21,69.6496,18.957,32.02,51,0,16.11
294,Severnoye,RU,2021-12-02 02:42:22,56.3491,78.3619,18.43,81,100,10.6
295,Waipawa,NZ,2021-12-02 02:42:22,-41.4122,175.5153,66.31,63,92,13.44
